id	GSM3483776	GSM3483777	GSM3483778	GSM3483779	GSM3483780	GSM3483766	GSM3483767	GSM3483768	GSM3483769	GSM3483770	GSM3483771	GSM3483772	GSM3483773	GSM3483774	GSM3483775
MBD3	4.354887079	3.536961377	4.209454686	4.571955788	3.59639794	10.03622148	11.37924985	9.628996393	9.700184997	11.57919382	6.43921805	8.151339193	7.164591781	9.866590071	5.061492063
MBD4	36.58698526	35.50895332	35.93636284	34.56885684	37.9782734	26.78526009	25.43420198	27.93281419	23.37583209	34.6632515	31.8529767	26.20624773	30.55213543	29.37285611	33.02623042
MBD5	0.437511476	0.461590712	0.384188148	0.415403889	0.500242496	0.300552431	0.333581662	0.282401359	0.211502266	0.282261276	0.265487883	0.357123925	0.349507777	0.261013718	0.292421486
MBD6	18.10361263	18.24413173	14.45411767	8.268252839	13.75081735	4.064520195	3.324352611	2.965686659	3.255971122	5.88993481	4.220119397	2.472396526	3.121298905	4.497462243	11.81141129
MBD1	21.88323806	20.02419504	18.5946882	18.14769984	17.37425663	11.01423501	11.81869854	12.17832678	12.26343225	12.84504973	13.26059014	10.67602989	13.22376201	12.49524934	15.80946286
MBD2	24.67450054	21.83467282	24.57292125	21.09748253	27.71013726	12.49312092	12.3969604	14.37711852	12.11664892	12.14177382	19.48281584	17.50200003	13.64937027	16.73214591	25.84263297
FBXO27	0.065718434	0.103098675	0.095807741	0.097889909	0.104464646	0.022376647	0.210696565	0.134328104	0.125754965	0	0	0	0.117813684	0	0.046798088
FBXO28	7.346791341	7.136046576	7.439741662	7.830847197	9.172896958	12.63875166	9.634553249	9.517985566	10.46863896	8.010381277	12.28836992	15.23597875	9.078616455	13.03192198	11.74653294
FBXO25	3.060141685	3.787811203	4.643163014	4.970364834	4.588346372	2.272350675	1.646757951	2.73375152	2.678675315	2.180532344	4.272597579	2.445661486	3.986051619	2.428340812	3.62801377
FBXO24	0.333158942	0.261328852	0.134915663	0.275695509	0.205948741	0.378127298	0.257140995	0.416151379	0.297506319	0.255238947	0.213396762	0.641755399	0.139359569	0.385762152	0.158161625
FBXO21	8.506584016	9.471151631	10.94963409	11.54677379	8.645490462	9.961893988	10.70858446	12.70513061	7.885073399	8.154735601	12.5002228	7.939920713	12.71856109	7.749144153	8.490091693
FBXO22	1.384123373	1.447602837	1.452238264	1.913320308	1.60846019	1.542383708	1.456777488	1.232390662	1.155743057	1.213608688	1.402386479	2.223387751	1.336530904	1.524066069	1.61845594
MYBPHL	2.185459345	0.870739102	0.455153714	0.723404056	1.268271258	0.956742382	0	0.177264543	0.557595689	0.785904829	0.239972949	0.277568799	0.4104447	0.684954515	1.111618075
FBXO16	0.023436596	0	0	0	0	0.03191996	0	0	0.053816287	0	0	0.16669036	0.2352833	0.017139191	0
FBXO17	0	0	0.018240815	0.018637239	0	0	0	0	0	0	0.028851586	0	0	0	0
FBXO15	0.134157158	0.265029907	0.246287517	0.370058863	0.12637239	0	0.159301673	0.091405489	0.057047849	0.088097286	0.240606985	0.424079493	0.395495538	0.043604079	0.254755451
FBXO10	1.754075072	2.370266685	1.704787754	2.420075126	1.464032146	2.135300047	2.101266193	1.575848382	2.673315285	2.160997549	1.909006084	1.932073853	2.894087158	2.383882327	1.414883254
FBXO11	18.04164701	25.61295716	28.95591475	27.41597357	39.42352087	16.62342267	18.17917937	14.77591426	17.67721229	12.9449155	22.85939659	17.29955627	15.06996236	17.39934657	27.55971072
MINPP1	0	0	0	0	0.032708703	0	0	0	0	0	0	0	0	0	0
FBXO47	0	0.042293447	0	0	0	0	0	0	0.061905094	0	0.031082508	0	0	0	0.028796478
FBXO48	1.396516713	1.615212581	1.309372467	2.153577997	1.532148135	1.969144953	0.69061652	1.052236818	1.735418522	1.111253436	1.136546785	1.149063196	1.896800314	1.309632656	1.345445021
FBXO45	3.349127283	3.339809361	3.694070332	2.892639165	4.0278556	3.235421295	2.530380192	2.780692164	2.933095682	1.728735609	4.334303917	4.283964557	5.08245	4.625034886	4.270658319
FBXO46	7.794819716	7.491312107	7.396637703	6.17143031	5.999895645	6.706929992	7.46715515	7.499789501	8.546300333	8.058402593	6.618806933	6.399306564	11.51894551	8.473499857	4.894358474
FBXO43	0	0.098591915	0.022904923	0.163818969	0.074923631	0.337026297	0	0.160570262	0.12627072	0.541655816	0.072457655	0.111745841	0.135196422	0.344693003	0.050346449
FBXO44	5.067567604	6.680182258	4.643003783	6.709617303	4.363287137	8.357744343	9.834623769	8.487870589	7.53537872	10.79779428	5.355744443	8.275394181	8.024772033	6.659064224	5.976767282
FBXO41	6.205236056	4.800525371	4.178697321	7.015846716	4.580900547	2.69050482	2.450566546	3.333170846	3.851260336	2.670753307	4.144313757	1.990442281	3.816375096	4.138488927	5.411724785
FBXO42	12.92112989	11.16209943	10.7453508	10.83482428	10.486445	7.825343169	6.282338571	7.70930283	8.248316332	7.709258863	9.063457392	7.89172352	8.180689	8.502030953	9.112591456
FBXO40	0	0	0.106817525	0.031182562	0.016638463	0.117612322	0	0.042789849	0.096141357	0	0.048272514	0	0.033776303	0.011482015	0
MBIP	2.335306811	4.042609653	4.095873036	4.984547766	3.555703828	10.98593366	14.09450799	14.08230826	9.327783904	10.62895787	9.078100082	12.04357074	8.950476797	7.852003249	6.479855109
HTR1F	0	0.031006215	0.115254069	0.147198573	0.094251064	0.302833001	0.337949537	0.060597376	0	0.019468066	0.068361721	0	0	0	0.063333909
FBXO38	11.44148736	10.09091978	9.595145676	9.305542092	12.06821371	12.76291916	8.455712846	9.366169029	8.7411668	11.95681216	9.893560278	12.80994964	9.29891981	11.40338276	7.744667684
FBXO39	1.595102144	0.567207597	0.217039447	0.221756315	1.048023597	0.108624129	0.136372714	0.065207594	0.122091781	0.586577238	0.122604411	0.189083307	0.480403667	0.723229237	0.068152321
FBXO36	0.188775992	0.049358436	0.068801858	0.093729484	0.025006197	0	0.21855355	0.112541641	0.198676907	0	0.090686862	0.055943735	0	0	0.01680342
HTR1B	0.184245742	0	0	0.182960325	0.097624391	0	0	0	0.176280958	0	0	0	0	0.033684744	0.032800342
FBXO34	2.342457478	3.038804147	1.882603962	1.453821863	1.241173783	2.837578678	1.973791286	1.534605694	2.034315529	2.203805818	2.285229936	2.830146604	2.664960927	4.117884598	2.470017335
FBXO32	6.671776255	10.75628457	12.05102464	14.52550346	7.923971807	5.126306804	8.125527051	4.262657322	3.555411723	4.877152051	8.18565739	5.730090999	6.697890356	3.60867239	9.717080253
FBXO33	17.32303284	27.36578137	23.387632	20.20116086	18.56237972	24.95905631	40.64044916	34.83203634	23.00504481	23.38573029	31.3840563	23.18389051	28.25707856	20.95488338	18.13369419
FBXO30	5.838155294	6.008645886	6.537780327	7.233954527	7.478918004	8.823939843	9.106565881	6.64595839	8.755334563	6.690410882	7.624581741	9.878619499	7.254014374	10.90408711	7.777554912
FAM90A1	0.073357101	0.038360723	0.071295858	0.036422657	0.310951764	0.174842904	0.156791009	0.249902495	0.477264373	0	0.281922515	0	0.078904531	0.160938223	0.339544281
FBXO31	4.157136383	5.971157777	5.745658463	5.361212354	4.777282195	7.160095597	7.683305017	8.202889077	7.221354446	9.07595205	6.245362395	8.231777555	8.03322948	7.235079653	5.007514125
HTR2B	0.082894177	0.043347959	0.040282477	0	0.263533696	0.169349176	0.088587618	0.536544886	0.285518642	0.40825731	0.095572486	0.196525411	0	0.484964332	0.059028933
HTR2A	0	0	0.016087206	0	0	0	0	0	0	0	0	0	0	0.024209413	0.011786894
VPS13C	34.58457999	40.23745304	48.26558796	63.25828616	65.93486106	115.2097665	98.21655201	103.9050057	87.47205202	77.12342152	109.2980037	97.0475453	62.10832232	87.5293763	46.79258203
VPS13D	29.05481628	30.81394922	27.10573911	30.40554936	26.76189254	9.865481035	7.932652639	10.17283893	9.534448645	10.62882546	19.21786833	8.793703048	13.04336581	10.85335663	16.90433096
DHPS	19.94346766	17.84600573	18.23935895	19.1585358	15.19450897	30.15703571	34.70573669	33.31619261	31.85752295	33.51357001	19.73271907	31.99240494	24.11643762	24.00581512	18.8547954
VPS13A	4.028560152	7.689068514	8.744608559	11.17289357	9.554283934	23.59504322	23.30617292	18.52886683	16.74418771	14.36530443	19.59565005	20.47325068	16.73458213	14.20796194	7.762658284
VPS13B	10.79257791	12.45824386	12.76795963	12.97908186	15.18455534	20.70247748	17.37020388	17.05151283	15.47305163	14.80702728	17.19027088	18.23967079	14.71558178	15.97664237	10.97686717
HTR3A	0.033582309	0.245857363	0.163193441	0.100044052	0.035587824	0.022869063	0	0.205926147	0.179931221	0.088210285	0.077437158	0.398084481	0.192650024	0.417498831	0.239139579
HTR3B	0.120687331	0.042074121	0.117296168	0.039948446	0.042631567	0	0	0	0.030792033	0	0.185527919	0	0	0	0.114588576
IL2RG	112.2141182	118.1013257	94.17865118	82.59375946	95.68281507	50.14022087	77.08800361	77.39719318	56.46007012	90.14420009	57.73411509	72.3065939	92.31778692	72.34400519	86.2003565
GPKOW	13.94749257	10.33955822	12.41296905	9.711049848	9.513838746	15.8300649	18.08451974	16.31143139	14.39780294	12.73828427	12.32237674	12.32082894	9.081811892	12.50550965	10.04616859
HTR5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027780807	0
IL2RA	2.842985739	3.440265576	4.178905409	4.666365675	2.913171453	2.000032859	1.607008904	2.001049133	2.140100667	1.697190828	3.413254815	2.854814324	5.442022814	1.666697681	4.032248203
IL2RB	31.6704612	32.33578812	40.82899904	43.46679912	33.39388727	7.795995317	19.99555732	15.38399761	14.93275999	13.60461602	13.71665804	12.87796519	18.67670254	10.93575223	26.92481675
PEX26	3.947450086	3.229936543	3.231713735	3.924521782	2.751062154	2.779869468	2.736282734	3.660913848	3.330697895	3.223453345	3.837282582	2.66169869	4.285927233	3.464125993	2.596021482
IL36A	0	0.328917283	0	0.52049946	0.333275159	0	0.522813262	0.14284967	0	0	0.402882513	0	0.451035361	0	0.223950984
CRISPLD1	0.061472702	0	0	0	0	0.027908009	0	0	0.062736309	0	0.078749653	0	0	0.044955009	0.029183135
CRISPLD2	34.24408941	28.04051843	17.41334871	7.184029603	23.8789873	4.79924721	5.046013001	2.293342493	7.38022973	5.188160202	7.806482221	5.770290775	10.51792943	10.29913699	15.31357989
DHX8	27.39467143	21.64684703	19.93401867	16.76312412	20.57283706	11.82964315	8.862920039	11.9207153	11.01656865	9.785206935	15.88139015	10.00001639	13.84430983	14.39272421	17.83764545
DHX9	46.15754846	53.01738735	58.49986185	57.2821227	57.58191813	57.93528806	58.967779	63.06571247	43.58472843	53.23538388	74.13769063	59.27960979	53.95837095	49.89087752	50.28372035
SLC10A4	0.052005677	0.054390791	0.101088764	0.154928554	0.055111423	0.035415107	0	0	0.079612026	0	0	0.215766236	0	0.03803177	0.148132941
SLC10A5	0.036250063	0.037912584	0.070462963	0.107991477	0.230489362	0	0	0.148189844	0.08323921	0	0.027862903	0.494164216	0	0.106038735	0.180695654
SLC10A6	0	0.064819917	0.060235981	0.061545076	0.131357453	0.211028767	0	0	0	0.284892207	0.238188862	0	0.133328695	0	0
SLC10A7	1.197211583	2.082011479	2.503031571	2.903027941	2.906227166	2.625971661	4.05651892	3.888792263	3.196624647	3.50122413	4.05535862	3.41591846	3.184429708	3.013422009	2.43864436
SLC10A3	7.042869334	7.1925588	7.730793602	7.693107099	5.44393922	12.83659719	17.35544585	12.08100063	16.96494366	19.097939	8.374792486	13.89798492	18.83469069	16.39055882	8.791396698
IL36G	0	0.211651121	0	0	0	0	0	0	0	0	0	0	0	0	0
PEX5L	0	0	0	0	0	0	0	0	0	0	0.006990224	0	0	0	0
MC1R	0.852964107	2.011560244	0.666448473	3.172147766	1.595122212	0.535298769	0.798349618	0.296273192	0.396844352	0.472256252	0.732745285	0.961539234	0.263846772	0.354694426	0.547847035
ZHX2	18.39695296	24.6082576	19.79847881	18.56262653	17.88491883	7.742661558	7.777013556	10.88020143	8.400453021	8.023600832	14.55010708	7.674825684	16.40521576	8.935449829	15.81333283
ZHX3	1.017335037	1.022103169	1.198955714	1.431832607	1.324267596	0.327302512	0.473692068	0.36567352	0.447590717	0.362959403	1.108282262	0.389321895	0.804186617	0.538944314	0.827121265
CACYBP	5.282882122	5.179845665	5.595737052	6.373101075	8.572507919	6.30979287	8.365674458	7.986154707	6.1285906	7.439641005	7.899105137	5.907623113	7.561716309	6.3836212	8.405583899
ZHX1	5.164770845	6.325985451	5.999417952	7.597114675	8.078103359	11.67048873	13.39045453	13.03129741	10.18953626	7.971077104	11.6334253	13.33322581	7.595272218	11.40168879	6.716469737
RNF144A	39.37600204	26.637371	28.10815799	33.07472123	38.55756232	7.96207983	9.221433178	11.64053776	7.661350737	8.44275864	17.25514744	6.887224362	20.77981852	12.89390397	16.52884888
RNF144B	36.19273511	32.35910477	24.24889926	23.59694106	33.39784177	44.92024796	38.03777136	21.98742115	35.30281842	15.07275994	42.37810214	25.16170847	21.7222116	41.49071347	53.13406947
PEX16	11.24620599	13.44226969	9.368744271	10.09392354	8.741919133	26.46812022	31.76352702	25.87110399	25.63491388	40.86135806	13.41747191	18.60514476	17.79052321	23.31740058	13.17869407
PEX19	17.71655387	18.59455446	16.1032747	19.5615388	15.65653631	26.24679391	29.09511804	27.6392496	24.72523599	18.00593193	22.75996296	20.14778642	22.9693372	21.36463023	17.86145896
PEX10	2.456853026	1.387546544	1.95801119	2.732477923	1.588180593	3.68077834	4.621051863	4.653528747	4.550849496	3.678431761	2.738197538	4.528707392	3.259263177	3.43169222	3.166639722
PEX12	2.505397556	2.211942862	2.213635467	1.744773861	1.655076356	3.257174799	1.019991	1.75134394	2.191626417	3.055418063	1.700640172	3.587018064	2.473206131	3.68819104	2.177983982
PEX13	5.119171298	5.28805492	4.837550637	4.9270426	4.907434419	4.301287588	3.130965221	3.412729366	3.074357811	5.906103991	3.741040219	4.537193129	4.359855853	5.068328595	4.43051591
PEX14	5.874470937	10.69491843	10.72401589	11.66697366	9.749661539	4.339089652	6.266876409	5.357792684	4.948438993	3.224873788	7.023795886	4.310796365	4.346203844	3.841399239	5.134945563
INPPL1	36.29930812	26.50914873	23.28825231	26.70131089	26.02807928	18.8944132	19.37079674	20.00342396	28.85523782	21.83941342	23.56527119	18.14605727	17.23357751	28.23743696	31.54318173
IGF1R	3.61249388	4.5533609	3.335762438	2.015778927	3.417809547	1.218659718	1.06565251	1.151035728	1.262422535	1.613638895	1.437095015	1.294172904	2.269638665	1.455197383	2.244361226
PPIP5K1	1.083650173	1.386544188	1.24367347	1.534000537	1.197231679	0.934213243	0.813119141	0.88756082	0.926506521	0.810016208	1.35572086	1.154735855	1.256531452	0.725029184	0.870177841
PPIP5K2	3.444389865	6.144868108	6.978109974	6.926361957	8.596839475	20.39442609	18.41056909	14.7380163	17.57183088	11.32687487	15.43317633	20.17527646	7.367206883	15.35769996	9.929989216
DHDDS	3.160673806	2.714096581	2.926353528	2.890836884	3.261284434	3.08129151	4.005903799	3.649558894	3.908970401	3.725024515	3.37557374	3.480450623	2.326104452	3.856391567	2.594245635
HTRA3	0.028030762	0.117265301	0.081729398	0.055670403	0	0.11453124	0.319530727	0	0.021455213	0	0.086181192	0	0.743712627	0.020498906	0.139724914
HTRA4	1.732943334	0.790029484	0.820531949	1.014862144	2.872370533	0.121036833	0.094972692	0.544942511	0.680217312	0.087536603	0.136614672	0.263362812	0.828441083	1.104827455	0.601193476
HTRA1	0.081693867	0.213601395	0.238195113	0.365057629	0.12985886	0.250345491	0.116406488	0.139151499	0.125059699	0.295053535	0.094188593	0.823138792	0	0.119485508	0.319958053
HTRA2	9.926308419	8.726994253	6.029619719	5.544594043	5.884122297	11.63930885	13.30429962	9.658560735	11.1829562	12.20150182	5.722247327	10.82898561	8.652785003	8.257240924	8.393870929
CHCHD10	1.848113493	1.431757585	2.062285118	1.291451012	1.668336236	6.432529211	5.364327668	5.969435607	4.400905974	3.14638305	3.261926416	2.231322056	3.092245371	3.954465136	5.45913457
IGF2R	5.911066108	6.384051645	4.431691081	2.243278868	5.307597888	1.293227995	0.784288959	0.636278672	0.922456333	2.100124595	1.523832036	0.970957565	1.58624508	1.564283806	2.901535203
TMEM189-UBE2V1	35.08185616	33.4772655	37.2464613	35.20592645	34.88690998	15.06073347	20.0627659	22.15397858	20.158562	16.80679495	26.26425734	19.73234164	22.00895508	20.12428276	33.6857371
HUNK	0.011223796	0	0	0	0	0.007643241	0	0	0.042954403	0.022111066	0	0.073175741	0	0	0
CLVS1	0.025183325	0.013169149	0.024475705	0.02500763	0.026687257	0.017149477	0	0	0.019275737	0	0	0	0	0	0
SCN11A	0.012084923	0.025278337	0.117453517	0.204010381	0.076839761	0.10698553	0.043049849	0.065870703	0.111000021	0	0.00928884	0.15041733	0.112656372	0.026513125	0.068845376
HUS1	13.29535326	14.49833394	12.30434796	15.36547895	12.81505124	8.482276331	8.680291101	10.1251623	7.397922789	7.911256513	10.00994645	8.243230328	8.004531034	7.267284489	8.401300372
SRFBP1	2.962367712	4.06838221	4.071495385	6.329112811	5.73948888	7.458004883	7.312327432	7.033658758	6.962661546	5.049932514	8.07287976	7.963148362	4.162689579	7.877747522	5.177867683
RRP7A	12.42874518	11.28149216	10.74965832	14.94631667	9.376772522	23.79180294	32.07271086	28.85367355	24.24548955	23.01724441	18.14214894	33.69672979	17.80849367	23.0647498	14.8915883
C3orf18	3.410630904	3.746902548	2.86910952	4.04143472	2.642395902	3.962065094	6.697602122	4.139825648	4.913983682	4.667540794	3.106164635	4.994244352	4.891400723	3.626015453	3.245082852
MCAM	0.012542463	0.052470771	0.073140213	0.087184711	0.026582982	0.025623703	0.05361568	0.102546893	0.038400843	0.082362878	0.13496727	0	0	0.027516923	0.062520404
C3orf14	0.336217286	0.417569029	0.20423125	0.146068833	0.155879487	0.157409358	0.613820872	0.672909008	0.900712133	0.620956603	0.581460414	0.498189698	0.512327299	1.014237765	0.688333317
MCAT	4.482985147	5.789384943	5.076874154	3.445235619	4.172359358	6.238427451	5.360243362	4.196478235	5.669189717	6.322882233	3.026275277	4.135777687	3.745784454	3.249900742	3.136814282
ZNF559-ZNF177	0.522856042	0.72911409	0.423470367	0.60574297	0.62334076	0.237371557	0.558767489	0.445297823	0.250126714	0.472099466	0.368392828	0.374458404	0.734238701	0.525751615	0.341298574
MOCS2	2.276914091	2.802528492	3.567794209	3.414615024	2.954559145	3.375336652	3.895486956	4.031355535	2.845368255	4.180418991	3.881186452	4.406616362	3.787496271	2.911107341	3.331019359
MOCS3	2.388329634	1.449142813	1.984554977	2.407875761	1.85474871	2.756219196	3.143374145	2.16137761	2.735123702	3.37614243	1.793703014	3.954929555	2.693138676	3.813157911	3.050926446
MCEE	2.464825695	3.11742292	2.618410629	4.610650878	3.401705069	5.113601254	3.348801061	4.06171573	3.071239801	4.968672459	2.819780661	5.639758928	2.096314596	3.018186273	3.755316004
RRP12	12.78093313	26.67712375	10.92609652	9.321023034	10.99960418	9.736766839	10.80104194	9.146800514	17.35997682	8.213702437	12.36575813	9.360712225	8.374482324	15.47673202	13.85014343
RRP15	1.216324572	2.173699706	2.306908946	3.600062937	2.778152636	2.283854343	1.682674023	2.381564757	2.205464197	1.899883714	2.623177598	2.386719216	1.913767696	1.986258998	2.58161535
ZIK1	1.097886626	1.259358394	2.581542055	1.670509203	2.214311346	2.303228253	1.778863634	3.185137317	1.558696555	1.302364374	2.803823181	0.934093838	3.161794772	1.955413181	1.62665862
CT45A10	0	0	0	0	0	0	0.917506277	0	0	0	0	0	0	0	0.06550345
MOCS1	0.035983827	0.150536553	0.297268177	1.161315377	0.190663794	1.433510989	0.294824067	0.061292282	0.137713111	0.082703536	1.299938505	0	0.245131704	0.157889915	0.17936855
RRP36	14.01402516	11.13560466	11.08434642	14.16699759	10.56958361	9.170783581	10.22423393	13.50510593	12.78813159	12.62942388	9.251289875	11.94782542	10.16990943	8.617325084	10.57874792
PAIP2	54.56297919	61.59731241	66.35174542	49.82079741	69.87929478	69.21444177	72.89605221	63.42525332	56.42912009	112.2324769	70.57766792	72.62838317	66.03454754	69.34872859	69.35417319
PAIP1	9.416079408	9.704369314	11.63280965	13.24865295	11.34570461	13.4413438	15.70540993	15.4307974	11.8509462	15.77366908	16.3951203	12.96788077	12.50023687	12.76817698	11.65099875
MCF2	0.558988157	0.526162315	1.159000082	0.943650101	0.770081752	0.748636799	1.141661991	0.406246619	0.898503622	0.64849391	0.443977174	0.508011893	0.293949386	0.395161965	0.212296209
MOCOS	0.014820914	0.077503197	0.057617859	0.044152541	0.01570601	0.040371305	0.052796208	0	0	0	0	0	0	0.01083854	0.042215884
RRP1B	12.1653751	14.49747736	15.60770517	17.10201154	13.37126312	6.227084604	6.042930098	9.983808532	7.0362413	5.675877193	11.44930292	5.707047446	15.51242269	9.31006111	12.321424
DIO1	0.081586469	0.042664117	0.158587982	0	0	0	0	0	0	0.214302289	0.156774615	0	0	0	0.058097714
DIO2	0	0.012991662	0	0	0	0	0	0	0	0	0	0.080987403	0	0	0
FAM91A1	22.18695947	28.64621691	26.13345446	24.59642249	32.2795803	25.30997365	27.30338197	28.11508607	25.33081956	20.07849189	37.39541473	27.64817034	23.86939384	29.26572514	27.83865881
CD300LB	39.66599146	18.11173346	21.6872564	14.9536433	21.39822563	27.31494288	24.7490572	29.17095291	35.07626845	23.14838958	31.43550054	27.36412231	11.65727422	32.2614276	29.36721945
CD300LD	2.643389073	0.821914562	0.277741961	0.49661161	1.81702742	0.048651605	0	0.292057958	0.10936725	0.516060634	0.384392586	0.296409488	0.153691251	0.417970027	0.356121595
CD300LF	64.01294746	30.23055766	33.82848249	18.47958544	30.72238678	34.08732727	23.38631126	31.78600155	31.65324056	25.40235798	31.98480727	27.80427595	12.72666921	34.9047524	35.98221804
MCL1	826.034086	883.1851204	610.6559239	425.9124544	630.7154989	351.1780158	294.6052473	250.8424512	318.5427246	302.3620946	488.8809237	311.3049055	385.5835362	545.7830453	663.6986968
OSCP1	0.367285428	0.2095255	0	0	0.247685125	0	0	0.113746868	0.178898617	0.021926014	0.102657008	0	0.550690233	0.14650689	0.142660311
MCM7	2.971414172	3.196482051	2.661013055	2.739920548	1.75436773	2.384827143	3.326714833	3.311532834	2.842962516	2.74568089	2.283919471	2.465618735	3.957100019	2.048825034	2.297310229
COL14A1	0	0	0.010463102	0	0.011408517	0.021993654	0	0	0	0	0.01654954	0	0	0	0
MCM8	3.207501326	3.101427821	3.482048549	4.206767183	4.078861545	2.110079135	1.733304111	1.946217629	1.130260972	1.875778932	2.818909906	2.080432664	2.195887147	1.672933049	2.327156758
MCM9	3.568356849	3.817714688	3.243642034	3.417702085	3.789351357	1.41538561	1.257878953	1.319667563	1.117600962	0.77781904	2.444996474	0.878659355	1.746823569	1.438243694	2.827488701
CEP170B	0.23275773	0.189336466	0.238785169	0.359541563	0.219251445	0.361038297	0.082914762	0.176205732	0.296927754	0.365131032	0.258417876	0.183940577	0.380175381	0.245867283	0.193371206
GGPS1	7.893967458	7.259150037	7.79092087	7.814625018	8.443087351	10.41849409	13.96448477	12.62177527	11.52315627	14.57227431	8.378094694	14.45632975	9.235745341	9.168661951	7.761909446
DIS3	5.75638283	7.700701896	9.243674146	11.82490224	10.89832839	11.84779963	16.60054287	12.98359131	12.73145823	12.36135059	14.04623574	12.47091579	10.66449903	13.1881261	10.84737129
MCM3	19.63819838	21.31239812	20.12746532	21.14739393	18.02717292	19.43474341	25.14807499	23.58029281	16.37837493	16.94884508	20.32859064	21.6163145	26.15263665	18.63254556	21.46689825
ST20-MTHFS	40.57290119	31.72611513	21.55908337	13.36718938	26.11899819	17.68807879	13.03488915	15.0489654	11.17405862	15.93605939	10.7109311	14.77687971	15.49871407	11.57722707	19.17129888
MCM4	2.816868493	2.289826559	2.672843172	2.638132812	2.093807279	2.090979427	2.349301788	2.919762845	1.788216491	1.420194451	2.411401772	2.587417819	4.068567933	2.704329913	2.985071022
MCM5	8.461588645	7.841301968	8.544397603	9.019834297	6.479835575	11.14432046	15.1028971	15.29017077	16.5266017	13.34557427	10.78446979	11.25596076	11.65316053	14.94573925	9.304739158
MCM6	10.60206061	11.89214095	14.72022278	13.42388077	10.56445025	8.805444327	10.40417616	11.78249606	7.872755547	7.674616145	13.46594198	9.285074007	14.16763623	7.802885327	9.127280601
MCM2	2.582672769	2.621676068	3.488304752	3.337822238	2.294173186	4.952985495	5.438939992	5.86120762	4.738555868	4.78862005	4.408136302	3.34288641	9.368874863	5.957767532	3.394259954
IL21R	11.22122118	12.00298402	9.84677046	11.4303852	9.888402589	9.833052715	11.71897354	13.94497064	11.76902238	14.18943198	9.38407479	12.80710663	15.5436009	11.19464139	8.766654864
MAB21L3	2.401588924	2.541633551	2.02845037	1.022071666	3.514538038	0.369922539	0.224062826	0.175315504	0.853457547	0.976273294	0.593336064	1.016729282	0.328025717	1.359028388	1.526938526
MAB21L1	0	0.032153077	0	0	0	0	0	0	0	0	0	0	0	0	0
IL1RN	41.45599928	23.26342239	20.20114272	10.19232578	36.08461037	9.559577204	9.69580958	12.03833125	82.9166832	14.85061877	15.66846718	10.23507477	21.11665553	51.72671125	25.42861625
IL23R	0.113976322	0.059601785	0.470788352	0.169771725	0.120782916	0.56271754	0.081203057	0.970695643	0.370767364	0.542626908	0.503732626	0.101330595	0.040865157	0.187539582	0
IL1R1	8.306223612	12.10980283	6.514466522	2.062068507	7.590561713	1.181403569	0.823999506	0.385046716	0.905371835	1.044288729	0.979886718	0.864657702	1.696397291	1.508974771	3.631275249
IL1R2	86.57718208	495.2567364	93.68359272	42.29470545	112.5175111	12.15050486	4.445966451	0.990697091	7.929855216	11.49787917	12.20085049	1.041367238	27.43551376	19.8049854	72.69625297
IL23A	1.882193654	3.034795354	4.497044809	3.037226164	2.742570978	12.71065196	8.436994179	7.961552439	25.45170318	7.724902421	5.606006645	13.43338931	4.442717303	4.817571126	4.970315684
